zone_id,zone_name,total_rides,unfair_count,avg_hpi,avg_overcharge_unfair,total_overcharge_unfair,unfair_rate
28,Zone 28,59,0,0.9932372843711734,0.0,0.0,0.0
29,Zone 29,11,0,1.0038998396981174,0.0,0.0,0.0
31,Zone 31,1,0,0.9986376192108887,0.0,0.0,0.0
32,Zone 32,6,0,0.9948214872693765,0.0,0.0,0.0
66,Zone 66,62,0,1.0001223985726633,0.0,0.0,0.0
69,Zone 69,14,0,0.9913864336487729,0.0,0.0,0.0
152,Zone 152,264,0,1.0030675743302628,0.0,0.0,0.0
131,Zone 131,7,0,0.9929582461681277,0.0,0.0,0.0
117,Zone 117,6,0,0.9701386640225341,0.0,0.0,0.0
118,Zone 118,1,0,1.000367970857531,0.0,0.0,0.0
119,Zone 119,17,0,0.9920903294462501,0.0,0.0,0.0
121,Zone 121,10,0,1.0047544522588396,0.0,0.0,0.0
122,Zone 122,3,0,0.9979180641424245,0.0,0.0,0.0
123,Zone 123,6,0,0.990859013843739,0.0,0.0,0.0
124,Zone 124,22,0,1.0141450788957986,0.0,0.0,0.0
126,Zone 126,3,0,1.0360052883264752,0.0,0.0,0.0
127,Zone 127,13,0,1.0116659379086812,0.0,0.0,0.0
129,Zone 129,43,0,0.9979744492921097,0.0,0.0,0.0
133,Zone 133,7,0,0.9986908191385747,0.0,0.0,0.0
108,Zone 108,8,0,1.0421201060457956,0.0,0.0,0.0
134,Zone 134,37,0,0.9889279892747515,0.0,0.0,0.0
135,Zone 135,13,0,1.0017711497511306,0.0,0.0,0.0
136,Zone 136,9,0,0.9871240179525993,0.0,0.0,0.0
3,Zone 3,1,0,0.9967748650445706,0.0,0.0,0.0
139,Zone 139,6,0,0.9806680829345362,0.0,0.0,0.0
145,Zone 145,94,0,0.9983400063706273,0.0,0.0,0.0
146,Zone 146,144,0,0.9963590875161069,0.0,0.0,0.0
147,Zone 147,4,0,0.9906002304800852,0.0,0.0,0.0
149,Zone 149,4,0,1.0071154313765316,0.0,0.0,0.0
150,Zone 150,1,0,0.9153649638436365,0.0,0.0,0.0
112,Zone 112,39,0,0.9973283491513558,0.0,0.0,0.0
106,Zone 106,5,0,1.0303332982221147,0.0,0.0,0.0
71,Zone 71,12,0,1.0061439455559882,0.0,0.0,0.0
86,Zone 86,13,0,1.0184996765835765,0.0,0.0,0.0
72,Zone 72,16,0,0.9814797176983746,0.0,0.0,0.0
73,Zone 73,4,0,1.002050454464014,0.0,0.0,0.0
76,Zone 76,47,0,1.0024071188044859,0.0,0.0,0.0
77,Zone 77,8,0,1.0025639619175408,0.0,0.0,0.0
78,Zone 78,8,0,1.0009877735519799,0.0,0.0,0.0
80,Zone 80,58,0,1.0172791368150822,0.0,0.0,0.0
81,Zone 81,6,0,0.996328492170712,0.0,0.0,0.0
82,Zone 82,47,0,1.0051871958357768,0.0,0.0,0.0
83,Zone 83,11,0,1.0260229796076883,0.0,0.0,0.0
85,Zone 85,4,0,1.0034057071987814,0.0,0.0,0.0
89,Zone 89,25,0,0.9899698924448989,0.0,0.0,0.0
102,Zone 102,3,0,1.0099218060123611,0.0,0.0,0.0
91,Zone 91,16,0,1.0093576616216928,0.0,0.0,0.0
92,Zone 92,12,0,0.9883501258307081,0.0,0.0,0.0
93,Zone 93,197,0,0.9995258399169271,0.0,0.0,0.0
94,Zone 94,3,0,1.008507517339375,0.0,0.0,0.0
95,Zone 95,35,0,1.0087737848815368,0.0,0.0,0.0
96,Zone 96,4,0,1.0647398573079494,0.0,0.0,0.0
97,Zone 97,100,0,1.006357893747173,0.0,0.0,0.0
98,Zone 98,6,0,0.9661359290679905,0.0,0.0,0.0
99,Zone 99,1,0,0.9188232166841463,0.0,0.0,0.0
101,Zone 101,5,0,0.9984434662473067,0.0,0.0,0.0
265,Zone 265,58,0,0.9916028062191028,0.0,0.0,0.0
